slokas_no,slokas,slokas_translated
11,देवान्भावयतातेन ते देवा भावयन्तु वः ।परस्परं भावयन्तः श्रेयः परमवाप्स्यथ ॥ ११ ॥," Worship the Powers of Nature thereby, and let them nourish you in return; thus supporting each other, you shall attain your highest welfare. "
12,इष्टान्भोगान्हि वो देवा दास्यन्ते यज्ञभाविताः ।तैर्दत्तानप्रदायैभ्यो यो भुङ्क्ते स्तेन एव सः ॥ १२ ॥," For, fed, on sacrifice, nature will give you all the enjoyment you can desire. But he who enjoys what she gives without returning is, indeed, a robber.’ "
13,यज्ञशिष्टाशिनः सन्तो मुच्यन्ते सर्वकिल्बिषै ।भुञ्जते ते त्वघं पापा ये पचन्त्यात्मकारणात् ॥ १३ ॥, The sages who enjoy the food that remains after the sacrifice is made are freed from all sin; but the selfish who spread their feast only for themselves feed on sin only. 
14,अन्नाद्भ‍वन्ति भूतानि पर्जन्यादन्नसम्भवः ।यज्ञा‍द्भ‍‍वति पर्जन्यो यज्ञः कर्मसमुद्भ‍वः ॥ १४ ॥," All creatures are the product of food, food is the product of rain, rain comes by sacrifice, and sacrifice is the noblest form of action. "
15,कर्म ब्रह्मोद्भ‍वं विद्धि ब्रह्माक्षरसमुद्भ‍वम् ।तस्मात्सर्वगतं ब्रह्म नित्यं यज्ञे प्रतिष्ठितम् ॥ १५ ॥," All action originates in the Supreme Spirit, which is Imperishable, and in sacrificial action the all-pervading Spirit is consciously present. "
16,एवं प्रवर्तितं चक्रं नानुवर्तयतीह यः ।अघायुरिन्द्रियारामो मोघं पार्थ स जीवति ॥ १६ ॥," Thus he who does not help the revolving wheel of sacrifice, but instead leads a sinful life, rejoicing in the gratification of his senses, O Arjuna, he breathes in vain. "
17,यस्त्वात्मरतिरेव स्यादात्मतृप्त‍श्च मानवः ।आत्मन्येव च सन्तुष्टस्तस्य कार्यं न विद्यते ॥ १७ ॥," On the other hand, the soul who meditates on the Self is content to serve the Self and rests satisfied within the Self; there remains nothing more for him to accomplish. "
18,नैव तस्य कृतेनार्थो नाकृतेनेह कश्चन ।न चास्य सर्वभूतेषु कश्चिदर्थव्यपाश्रयः ॥ १८ ॥, He has nothing to gain by the performance or non-performance of action. His welfare depends not on any contribution that an earthly creature can make. 
19,तस्मादसक्तः सततं कार्यं कर्म समाचर ।असक्तो ह्याचरन्कर्म परमाप्‍नोति पूरूषः ॥ १९ ॥," Therefore do your duty perfectly, without care for the results, for he who does his duty disinterestedly attains the Supreme. "
20,कर्मणैव हि संसिद्धिमास्थिता जनकादयः ।लोकसङ्ग्रहमेवापि सम्पश्यन्कर्तुमर्हसि ॥ २० ॥," King Janaka and others attained perfection through action alone. Even for the sake of enlightening the world, it is your duty to act; "
21,यद्यदाचरति श्रेष्ठस्तत्तदेवेतरो जनः ।स यत्प्रमाणं कुरुते लोकस्तदनुवर्तते ॥ २१ ॥," For whatever a great man does, others imitate. People conform to the standard which he has set. "
22,न मे पार्थास्ति कर्तव्यं त्रिषु लोकेषु किञ्चन ।नानवाप्त‍मवाप्त‍व्यं वर्त एव च कर्मणि ॥ २२ ॥," There is nothing in this universe, O Arjuna, that I am compelled to do, nor anything for Me to attain; yet I am persistently active. "
23,यदि ह्यहं न वर्तेयं जातु कर्मण्यतन्द्रितः ।मम वर्त्मानुवर्तन्ते मनुष्याः पार्थ सर्वशः ॥ २३ ॥," For were I not to act without ceasing, O prince, people would be glad to do likewise. "
24,उत्सीदेयुरिमे लोका न कुर्यां कर्म चेदहम् ।सङ्करस्य च कर्ता स्यामुपहन्यामिमाः प्रजाः ॥ २४ ॥," And if I were to refrain from action, the human race would be ruined; I should lead the world to chaos, and destruction would follow. "
25,सक्ताः कर्मण्यविद्वांसो यथा कुर्वन्ति भारत ।कुर्याद्विद्वांस्तथासक्तश्चिकीर्षुर्लोकसङ्‍‍ग्रहम् ॥ २५ ॥," As the ignorant act, because of their fondness for action, so should the wise act without such attachment, fixing their eyes, O Arjuna, only on the welfare of the world. "
26,न बुद्धिभेदं जनयेदज्ञानां कर्मसङ्गिनाम् ।जोषयेत्सर्वकर्माणि विद्वान्युक्तः समाचरन् ॥ २६ ॥," But a wise man should not perturb the minds of the ignorant, who are attached to action; let him perform his own actions in the right spirit, with concentration on Me, thus inspiring all to do the same. "
27,प्रकृतेः क्रियमाणानि गुणैः कर्माणि सर्वशः ।अहङ्कारविमूढात्मा कर्ताहमिति मन्यते ॥ २७ ॥," Action is the product of the Qualities inherent in Nature. It is only the ignorant man who, misled by personal egotism, says: `I am the doer.’ "
28,तत्त्ववित्तु महाबाहो गुणकर्मविभागयोः ।गुणा गुणेषु वर्तन्त इति मत्वा न सज्ज‍ते ॥ २८ ॥," But he, O Mighty One, who understands correctly the relation of the Qualities to action, is not attached to the act for he perceives that it is merely the action and reaction of the Qualities among themselves. "
29,प्रकृतेर्गुणसम्मूढाः सज्ज‍न्ते गुणकर्मसु ।तानकृत्स्नविदो मन्दान्कृत्स्नविन्न विचालयेत् ॥ २९ ॥," Those who do not understand the Qualities are interested in the act. Still, the wise man who knows the truth should not disturb the mind of him who does not. "
30,मयि सर्वाणि कर्माणि सन्न्यस्याध्यात्मचेतसा ।निराशीर्निर्ममो भूत्वा युध्यस्व विगतज्वरः ॥ ३० ॥," Therefore, surrendering your actions unto Me, your thoughts concentrated on the Absolute, free from selfishness and without anticipation of reward, with mind devoid of excitement, begin you to fight. "
31,ये मे मतमिदं नित्यमनुतिष्ठन्ति मानवाः ।श्रद्धावन्तोऽनसूयन्तो मुच्यन्ते तेऽपि कर्मभिः ॥ ३१ ॥," Those who always act in accordance with My precepts, firm in faith and without cavilling, they too are freed from the bondage of action. "
32,ये त्वेतदभ्यसूयन्तो नानुतिष्ठन्ति मे मतम् ।सर्वज्ञानविमूढांस्तान्विद्धि नष्टानचेतसः ॥ ३२ ॥," But they who ridicule My word and do not keep it, are ignorant, devoid of wisdom and blind. They seek but their own destruction. "
33,सदृशं चेष्टते स्वस्याः प्रकृतेर्ज्ञानवानपि ।प्रकृतिं यान्ति भूतानि निग्रहः किं करिष्यति ॥ ३३ ॥," Even the wise man acts in character with his nature; indeed, all creatures act according to their natures. What is the use of compulsion then? "
34,इन्द्रियस्येन्द्रियस्यार्थे रागद्वेषौ व्यवस्थितौ ।तयोर्न वशमागच्छेत्तौ ह्यस्य परिपन्थिनौ ॥ ३४ ॥, The love and hate which are aroused by the objects of sense arise from Nature; do not yield to them. They only obstruct the path. 
35,श्रेयान्स्वधर्मो विगुणः परधर्मात्स्वनुष्ठितात् ।स्वधर्मे निधनं श्रेयः परधर्मो भयावहः ॥ ३५ ॥," It is better to do yours own duty, however lacking in merit, than to do that of another, even though efficiently. It is better to die doing one’s own duty, for to do the duty of another is fraught with danger. "
36,अर्जुन उवाचअथ केन प्रयुक्तोऽयं पापं चरति पूरुषः ।अनिच्छन्नपि वार्ष्णेय बलादिव नियोजितः ॥ ३६ ॥," Arjuna asked: My Lord! Tell me, what is it that drives a man to sin, even against his will and as if by compulsion? "
37,श्री भगवानुवाचकाम एष क्रोध एष रजोगुणसमुद्भ‍वः ।महाशनो महापाप्मा विद्ध्येनमिह वैरिणम् ॥ ३७ ॥," Lord Shri Krishna: It is desire, it is aversion, born of passion. Desire consumes and corrupts everything. It is man’s greatest enemy. "
38,धूमेनाव्रियते वह्निर्यथादर्शो मलेन च ।यथोल्बेनावृतो गर्भस्तथा तेनेदमावृत्तम् ॥ ३८ ॥," As fire is shrouded in smoke, a mirror by dust and a child by the womb, so is the universe enveloped in desire. "
39,आवृतं ज्ञानमेतेन ज्ञानिनो नित्यवैरिणा ।कामरूपेण कौन्तेय दुष्पूरेणानलेन च ॥ ३९ ॥, It is the wise man’s constant enemy; it tarnishes the face of wisdom. It is as insatiable as a flame of fire. 
40,इन्द्रियाणि मनो बुद्धिरस्याधिष्ठानमुच्यते ।एतैर्विमोहयत्येष ज्ञानमावृत्य देहिनम् ॥ ४० ॥," It works through the senses, the mind and the reason; and with their help destroys wisdom and confounds the soul. "
41,तस्मात्त्वमिन्द्रियाण्यादौ नियम्य भरतर्षभ ।पाप्मानं प्रजहि ह्येनं ज्ञानविज्ञाननाशनम् ॥ ४१ ॥," Therefore, O Arjuna, first control your senses and then slay desire, for it is full of sin, and is the destroyer of knowledge and of wisdom. "
42,इन्द्रियाणि पराण्याहुरिन्द्रियेभ्यः परं मनः ।मनसस्तु परा बुद्धिर्यो बुद्धेः परतस्तु सः ॥ ४२ ॥," It is said that the senses are powerful. But beyond the senses is the mind, beyond the mind is the intellect, and beyond and greater than intellect is He. "
43,एवं बुद्धेः परं बुद्ध्वा संस्तभ्यात्मानमात्मना ।जहि शत्रुं महाबाहो कामरूपं दुरासदम् ॥ ४३ ॥," Thus, O Mighty-in-Arms, knowing Him to be beyond the intellect and, by His help, subduing your personal egotism, kill yours enemy, Desire, extremely difficult though it be.” "
