slokas_no,slokas,slokas_translated
19,इति क्षेत्रं तथा ज्ञानं ज्ञेयं चोक्तं समासत: ।मद्भ‍क्त एतद्विज्ञाय मद्भ‍ावायोपपद्यते ॥ १९ ॥," Thus I have told you in brief what Matter is, and the Self worth realising and what is Wisdom. He who is devoted to Me knows; and assuredly he will enter into Me. "
20,प्रकृतिं पुरुषं चैव विद्ध्यनादी उभावपि ।विकारांश्च गुणांश्चैव विद्धि प्रकृतिसम्भवान् ॥ २० ॥, Know you further that Nature and God have no beginning; and that differences of character and quality have their origin in Nature only. 
21,कार्यकारणकर्तृत्वे हेतु: प्रकृतिरुच्यते ।पुरुष: सुखदु:खानां भोक्तृत्वे हेतुरुच्यते ॥ २१ ॥, Nature is the Law which generates cause and effect; God is the source of the enjoyment of all pleasure and pain. 
22,पुरुष: प्रकृतिस्थो हि भुङ्क्ते प्रकृतिजान्गुणान् ।कारणं गुणसङ्गोऽस्य सदसद्योनिजन्मसु ॥ २२ ॥, God dwelling in the heart of Nature experiences the Qualities which nature brings forth; and His affinity towards the Qualities is the reason for His living in a good or evil body. 
23,उपद्रष्टानुमन्ता च भर्ता भोक्ता महेश्वर: ।परमात्मेति चाप्युक्तो देहेऽस्मिन्पुरुष: पर: ॥ २३ ॥," Thus in the body of man dwells the Supreme God; He who sees and permits, upholds and enjoys, the Highest God and the Highest Self. "
24,य एवं वेत्ति पुरुषं प्रकृतिं च गुणै: सह ।सर्वथा वर्तमानोऽपि न स भूयोऽभिजायते ॥ २४ ॥," He who understands God and Nature along with her qualities, whatever be his condition in life, he comes not again to earth. "
25,ध्यानेनात्मनि पश्यन्ति केचिदात्मानमात्मना ।अन्ये सांख्येन योगेन कर्मयोगेन चापरे ॥ २५ ॥," Some realise the Supreme by meditating, by its aid, on the Self within, others by pure reason, others by right action. "
26,अन्ये त्वेवमजानन्त: श्रुत्वान्येभ्य उपासते ।तेऽपि चातितरन्त्येव मृत्युं श्रुतिपरायणा: ॥ २६ ॥," Others again, having no direct knowledge but only hearing from others, nevertheless worship, and they, too, if true to the teachings, cross the sea of death. "
27,यावत्सञ्जायते किञ्चित्सत्त्वं स्थावरजङ्गमम् ।क्षेत्रक्षेत्रज्ञसंयोगात्तद्विद्धि भरतर्षभ ॥ २७ ॥," Wherever life is seen in things movable or immovable, it is the joint product of Matter and Spirit. "
28,समं सर्वेषु भूतेषु तिष्ठन्तं परमेश्वरम् ।विनश्यत्स्वविनश्यन्तं य: पश्यति स पश्यति ॥ २८ ॥," He who can see the Supreme Lord in all beings, the Imperishable amidst the perishable, he it is who really sees. "
29,समं पश्यन्हि सर्वत्र समवस्थितमीश्वरम् ।न हिनस्त्यात्मनात्मानं ततो याति परां गतिम् ॥ २९ ॥," Beholding the Lord in all things equally, his actions do not mar his spiritual life but lead him to the height of Bliss. "
30,प्रकृत्यैव च कर्माणि क्रियमाणानि सर्वश: ।य: पश्यति तथात्मानमकर्तारं स पश्यति ॥ ३० ॥," He who understands that it is only the Law of Nature that brings action to fruition, and that the Self never acts, alone knows the Truth. "
31,यदा भूतपृथग्भावमेकस्थमनुपश्यति ।तत एव च विस्तारं ब्रह्म सम्पद्यते तदा ॥ ३१ ॥," He who sees the diverse forms of life all rooted in One, and growing forth from Him, he shall indeed find the Absolute. "
32,अनादित्वान्निर्गुणत्वात्परमात्मायमव्यय: ।शरीरस्थोऽपि कौन्तेय न करोति न लिप्यते ॥ ३२ ॥," The Supreme Spirit, O Prince, is without beginning, without Qualities and Imperishable, and though it be within the body, yet It does not act, nor is It affected by action. "
33,यथा सर्वगतं सौक्ष्म्यादाकाशं नोपलिप्यते ।सर्वत्रावस्थितो देहे तथात्मा नोपलिप्यते ॥ ३३ ॥," As space, though present everywhere, remains by reason of its subtlety unaffected, so the Self, though present in all forms, retains its purity unalloyed. "
34,यथा प्रकाशयत्येक: कृत्स्‍नं लोकमिमं रवि: ।क्षेत्रं क्षेत्री तथा कृत्स्‍नं प्रकाशयति भारत ॥ ३४ ॥," As the one Sun illuminates the whole earth, so the Lord illumines the whole universe. "
35,क्षेत्रक्षेत्रज्ञयोरेवमन्तरं ज्ञानचक्षुषा ।भूतप्रकृतिमोक्षं च ये विदुर्यान्ति ते परम् ॥ ३५ ॥," Those who with the eyes of wisdom thus see the difference between Matter and Spirit, and know how to liberate Life from the Law of Nature, they attain the Supreme.” "
