slokas_no,slokas,slokas_translated
11,चिन्तामपरिमेयां च प्रलयान्तामुपाश्रिता: ।कामोपभोगपरमा एतावदिति निश्चिता: ॥ ११ ॥," Poring anxiously over evil resolutions, which only end in death; seeking only the gratification of desire as the highest goal; seeing nothing beyond; "
12,आशापाशशतैर्बद्धा: कामक्रोधपरायणा: ।ईहन्ते कामभोगार्थमन्यायेनार्थसञ्चयान् ॥ १२ ॥," Caught in the toils of a hundred vain hopes, the slaves of passion and wrath, they accumulate hoards of unjust wealth, only to pander to their sensual desire. "
13,इदमद्य मया लब्धमिमं प्राप्स्ये मनोरथम् ।इदमस्तीदमपि मे भविष्यति पुनर्धनम्  ॥ १३ ॥," This I have gained today; tomorrow I will gratify another desire; this wealth is mine now, the rest shall be mine before long; "
14,असौ मया हत: शत्रुर्हनिष्ये चापरानपि ।ईश्वरोऽहमहं भोगी सिद्धोऽहं बलवान्सुखी ॥ १४ ॥," I have slain one enemy, I will slay the others also; I am worthy to enjoy, I am the Almighty, I am perfect, powerful and happy; "
15,आढ्योऽभिजनवानस्मि कोऽन्योऽस्ति सदृशो मया ।यक्ष्ये दास्यामि मोदिष्य इत्यज्ञानविमोहिता: ॥ १५ ॥," I am rich, I am well-bred; who is there to compare with me? I will sacrifice, I will give, I will pay – and I will enjoy. Thus blinded by Ignorance, "
16,अनेकचित्तविभ्रान्ता मोहजालसमावृता: ।प्रसक्ता: कामभोगेषु पतन्ति नरकेऽश‍ुचौ ॥ १६ ॥," Perplexed by discordant thoughts, entangled in the snares of desire, infatuated by passion, they sink into the horrors of hell. "
17,आत्मसम्भाविता: स्तब्धा धनमानमदान्विता: ।यजन्ते नामयज्ञैस्ते दम्भेनाविधिपूर्वकम् ॥ १७ ॥," Self-conceited, stubborn, rich, proud and insolent, they make a display of their patronage, disregarding the rules of decency. "
18,अहङ्कारं बलं दर्पं कामं क्रोधं च संश्रिता: ।मामात्मपरदेहेषु प्रद्विषन्तोऽभ्यसूयका: ॥ १८ ॥," Puffed up by power and inordinate conceit, swayed by lust and wrath, these wicked people hate Me Who am within them, as I am within all. "
19,तानहं द्विषत: क्रूरान्संसारेषु नराधमान् ।क्षिपाम्यजस्रमश‍ुभानासुरीष्वेव योनिषु ॥ १९ ॥," Those who thus hate Me, who are cruel, the dregs of mankind, I condemn them to a continuous, miserable and godless rebirth. "
20,आसुरीं योनिमापन्ना मूढा जन्मनि जन्मनि ।मामप्राप्यैव कौन्तेय ततो यान्त्यधमां गतिम् ॥ २० ॥," So reborn, they spend life after life, enveloped in delusion. And they never reach Me, O Prince, but degenerate into still lower forms of life. "
21,त्रिविधं नरकस्येदं द्वारं नाशनमात्मन: ।काम: क्रोधस्तथा लोभस्तस्मादेतत्‍त्रयं त्यजेत् ॥ २१ ॥," The gates of hell are three: lust, wrath and avarice. They destroy the Self. Avoid them. "
22,एतैर्विमुक्त: कौन्तेय तमोद्वारैस्त्रिभिर्नर: ।आचरत्यात्मन: श्रेयस्ततो याति परां गतिम् ॥ २२ ॥," These are the gates which lead to darkness; if a man avoid them he will ensure his own welfare, and in the end will attain his liberation. "
23,य: शास्त्रविधिमुत्सृज्य वर्तते कामकारत: ।न स सिद्धिमवाप्‍नोति न सुखं न परां गतिम् ॥ २३ ॥," But he who neglects the commands of the scriptures, and follows the promptings of passion, he does not attain perfection, happiness or the final goal. "
24,तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ ।ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि ॥ २४ ॥," Therefore whenever there is doubt whether you should do a thing or not, let the scriptures guide your conduct. In the light of the scriptures should you labour the whole of your life.” "
