slokas_no,slokas,slokas_translated
11,अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम् ।परं भावमजानन्तो मम भूतमहेश्वरम् ॥ ११ ॥,Foolish people disregard me when I take on a human form; they do not know my true nature as the great Lord of beings.
12,मोघाशा मोघकर्माणो मोघज्ञाना विचेतस: ।राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिता: ॥ १२ ॥,"Those who are of futile desires, actions, and knowledge, who are of deluded understanding, take refuge in the delusive nature of demons and demons."
13,महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिता: ।भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् ॥ १३ ॥,"But those who worship Me, giving up all their activities unto Me and being devoted to Me without deviation, engaged in devotional service and always meditating upon Me, having fixed their minds upon Me, O son of Pritha, for them I am the swift deliverer from the ocean of birth and death."
14,सततं कीर्तयन्तो मां यतन्तश्च दृढव्रता: ।नमस्यन्तश्च मां भक्त्य‍ा नित्ययुक्ता उपासते ॥ १४ ॥,"Always praising Me and striving with firm resolve, bowing down to Me, they worship Me with devotion constantly united."
15,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते ।एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् ॥ १५ ॥,"Others also worship Me in the sacrifice of knowledge, with the realization that I am one and diverse."
16,अहं क्रतुरहं यज्ञ: स्वधाहमहमौषधम् ।मन्‍त्रोऽहमहमेवाज्यमहमग्न‍िरहं हुतम् ॥ १६ ॥,"I am the ritual, I am the sacrifice, I am the offering to the ancestors, I am the healing herb. I am the mantra, I am the clarified butter, I am the fire, I am the oblation."
17,पिताहमस्य जगतो माता धाता पितामह: ।वेद्यं पवित्रम् ॐकार ऋक् साम यजुरेव च ॥ १७ ॥,"I am the father, the mother, the supporter, and the grandfather of this world. I am the object of knowledge, the purifier, the syllable Om, as well as the Rig, the Sama, and the Yajur Vedas."
18,गतिर्भर्ता प्रभु: साक्षी निवास: शरणं सुहृत् ।प्रभव: प्रलय: स्थानं निधानं बीजमव्ययम् ॥ १८ ॥,"Movement, Supporter, Master, Witness, Abode, Refuge, Friend, Origin, Dissolution, Foundation, Storehouse, Seed, Imperishable."
19,तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च ।अमृतं चैव मृत्युश्च सदसच्च‍ाहमर्जुन ॥ १९ ॥,"I produce heat and withhold rain, I am both immortality and death, O Arjuna."
20,त्रैविद्या मां सोमपा: पूतपापायज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते ।ते पुण्यमासाद्य सुरेन्द्रलोक-मश्न‍‍न्ति दिव्यान्दिवि देवभोगान् ॥ २० ॥,"The three Vedas lead to me; by the drinking of Soma, they desire to go to heaven; and having obtained the pure and sinless worlds of the god, they enjoy in heaven the divine pleasures of the gods."
21,ते तं भुक्त्वा स्वर्गलोकं विशालंक्षीणे पुण्ये मर्त्यलोकं विशन्ति ।एवं त्रयीधर्ममनुप्रपन्नागतागतं कामकामा लभन्ते ॥ २१ ॥,"Having enjoyed the vast heavenly world, they enter the mortal world when their merit is exhausted. Thus, those who follow the threefold path, desiring desires, gain and lose."
22,अनन्याश्चिन्तयन्तो मां ये जना: पर्युपासते ।तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् ॥ २२ ॥,"Those who constantly think of Me and worship Me with devotion, I carry what they lack and preserve what they already have."
23,येऽप्यन्यदेवताभक्ता यजन्ते श्रद्धयान्विता: ।तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् ॥ २३ ॥,"Even those who worship other gods with faith, they also worship me, O son of Kunti, but in an improper way."
24,अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च ।न तु मामभिजानन्ति तत्त्वेनातश्‍च्‍यवन्ति ते ॥ २४ ॥,"I am the enjoyer and the Lord of all sacrifices, but they do not know Me in truth; therefore they fall."
25,यान्ति देवव्रता देवान्पितॄन्यान्ति पितृव्रता: ।भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् ॥ २५ ॥,"The devout go to the gods, the ancestors go to the ancestors, the worshippers of the spirits go to the spirits, and those who worship Me come to Me."
26,पत्रं पुष्पं फलं तोयं यो मे भक्त्य‍ा प्रयच्छति ।तदहं भक्त्य‍ुपहृतमश्न‍ामि प्रयतात्मन: ॥ २६ ॥,"A leaf, a flower, a fruit, water—whatever is offered to Me with devotion, I accept from the pure-hearted."
27,यत्करोषि यदश्न‍ासि यज्ज‍ुहोषि ददासि यत् ।यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् ॥ २७ ॥,"Whatever you do, whatever you eat, whatever you offer in sacrifice, whatever you give, whatever austerity you perform, O son of Kunti, do that as an offering to Me."
28,श‍ुभाश‍ुभफलैरेवं मोक्ष्यसे कर्मबन्धनै: ।सन्न्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि ॥ २८ ॥,"By the virtue of good and bad results, you will be freed from the bondage of karma. With a mind focused on the renunciation of actions, you will be liberated and will come to Me."
29,समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रिय: ।ये भजन्ति तु मां भक्त्य‍ा मयि ते तेषु चाप्यहम् ॥ २९ ॥,"I am equal to all beings; I have no hatred, nor any special affection. But those who worship Me with devotion, they are in Me and I am in them."
30,अपि चेत्सुदुराचारो भजते मामनन्यभाक् ।साधुरेव स मन्तव्य: सम्यग्व्यवसितो हि स: ॥ ३० ॥,"Even if one commits the most abominable actions, if he is engaged in devotional service, he is to be considered saintly because he is properly situated."
31,क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति ।कौन्तेय प्रतिजानीहि न मे भक्त: प्रणश्यति ॥ ३१ ॥,"Quickly he becomes righteous, and attains lasting peace. O son of Kunti, declare it boldly that My devotee never perishes."
32,मां हि पार्थ व्यपाश्रित्य येऽपि स्यु: पापयोनय: ।स्त्रियो वैश्यास्तथा श‍ूद्रास्तेऽपि यान्ति परां गतिम् ॥ ३२ ॥,"O Arjuna, even those who are born of sinful origin, women, merchants, as well as laborers, can attain the supreme destination by taking refuge in Me."
33,किं पुनर्ब्राह्मणा: पुण्या भक्ता राजर्षयस्तथा ।अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् ॥ ३३ ॥,"What, then, do the virtuous Brahmins, devotees, and royal sages, having attained this impermanent and unhappy world, worship Me?"
34,मन्मना भव मद्भ‍क्तो मद्याजी मां नमस्कुरु ।मामेवैष्यसि युक्त्वैवमात्मानं मत्परायण: ॥ ३४ ॥,"Always think of Me, become My devotee, worship Me, and offer your homage unto Me. Thus you will come to Me without fail. I promise you this because you are My very dear friend. (Bhagavad G"
