slokas_no,slokas,slokas_translated
49,दूरेण ह्यवरं कर्म बुद्धियोगाद्धनञ्जय ।बुद्धौ शरणमन्विच्छ कृपणाः फलहेतवः ॥ ४९ ॥,"Perform your duty equipoised, O Arjuna, abandoning all attachment to success or failure. Such equanimity is called Yoga."
50,बुद्धियुक्तो जहातीह उभे सुकृतदुष्कृते ।तस्माद्योगाय युज्यस्व योगः कर्मसु कौशलम् ॥ ५० ॥,"Endowed with wisdom, one casts off here both good and evil deeds. Therefore, engage in yoga. Yoga is skill in action."
51,कर्मजं बुद्धियुक्ता हि फलं त्यक्त्वा मनीषिणः ।जन्मबन्धविनिर्मुक्ताः पदं गच्छन्त्यनामयम् ॥ ५१ ॥,Those who are wise and renounce the fruits of their actions are freed from the cycle of birth and death and reach the state beyond all suffering.
52,यदा ते मोहकलिलं बुद्धिर्व्यतितरिष्यति ।तदा गन्तासि निर्वेदं श्रोतव्यस्य श्रुतस्य च ॥ ५२ ॥,"When your intelligence has passed out of the dense forest of delusion, you shall become indifferent to all that has been heard and all that is to be heard."
53,श्रुतिविप्रतिपन्ना ते यदा स्थास्यति निश्चला ।समाधावचला बुद्धिस्तदा योगमवाप्स्यसि ॥ ५३ ॥,"When your mind is no longer disturbed by the flowery language of the Vedas, and when it remains fixed in the trance of self-realization, then you will have attained the divine consciousness."
54,अर्जुन उवाचस्थितप्रज्ञस्य का भाषा समाधिस्थस्य केशव ।स्थितधीः किं प्रभाषेत किमासीत व्रजेत किम् ॥ ५४ ॥,"Arjuna said: O Krishna, what are the symptoms of one whose consciousness is thus merged in transcendence? How does he speak, and what is his language? How does he sit, and how does he walk?"
55,श्रीभगवानुवाचप्रजहाति यदा कामान्सर्वान्पार्थ मनोगतान् ।आत्मन्येवात्मना तुष्टः स्थितप्रज्ञस्तदोच्यते ॥ ५५ ॥,"The Blessed Lord said: When one gives up all desires that arise in the mind, O Arjuna, and is satisfied in the self by the self, then they are said to be a person of steady wisdom."
56,दुःखेष्वनुद्विग्न‍मनाः सुखेषु विगतस्पृहः ।वीतरागभयक्रोधः स्थिधीर्मुनिरुच्यते ॥ ५६ ॥,"One whose mind remains undisturbed amidst misery, who is free from longing for pleasure, fear, and anger, is called a sage of steady wisdom."
57,यः सर्वत्रानभिस्नेहस्तत्तत्प्राप्य श‍ुभाश‍ुभम् ।नाभिनन्दति न द्वेष्टि तस्य प्रज्ञा प्रतिष्ठिता ॥ ५७ ॥,"One whose mind is not attached to anything, who neither rejoices nor grieves when obtaining good or bad, has steady wisdom."
58,यदा संहरते चायं कूर्मोऽङ्गानीव सर्वशः ।इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता ॥ ५८ ॥,"When the tortoise withdraws its limbs on all sides, its wisdom is firmly established in the objects of the senses."
59,विषया विनिवर्तन्ते निराहारस्य देहिनः ।रसवर्जं रसोऽप्यस्य परं दृष्ट्वा निवर्तते ॥ ५९ ॥,"The objects of the senses turn away from the fasting person, but not the taste; tasting the Supreme, one is satisfied."
60,यततो ह्यपि कौन्तेय पुरुषस्य विपश्चितः ।इन्द्रियाणि प्रमाथीनि हरन्ति प्रसभं मनः ॥ ६० ॥,"For, O son of Kunti, the senses forcibly carry away the mind of even a wise man who is striving to control them."
61,तानि सर्वाणि संयम्य युक्त आसीत मत्परः ।वशे हि यस्येन्द्रियाणि तस्य प्रज्ञा प्रतिष्ठिता ॥ ६१ ॥,"Restraining all the senses, he should be absorbed in Me. His wisdom is steady whose senses are under control."
62,ध्यायतो विषयान्पुंसः सङ्गस्तेषूपजायते ।सङ्गात्सञ्जायते कामः कामात्क्रोधोऽभिजायते ॥ ६२ ॥,"While contemplating on objects, attachment arises; from attachment, desire is born; from desire, anger arises."
63,क्रोधाद्भ‍वति सम्मोहः सम्मोहात्स्मृतिविभ्रमः ।स्मृतिभ्रंशाद्बुद्धिनाशो बुद्धिनाशात्प्रणश्यति ॥ ६३ ॥,"From anger comes delusion, from delusion comes confusion of memory, from confusion of memory comes loss of intelligence, and from loss of intelligence comes destruction."
64,रागद्वेषविमुक्तैस्तु विषयनिन्द्रियैश्चरन् ।आत्मवश्यैर्विधेयात्मा प्रसादमधिगच्छति ॥ ६४ ॥,"Freed from attachment and aversion, roaming among sense objects with senses under control, the self-controlled attains tranquility."
65,प्रसादे सर्वदुःखानां हानिरस्योपजायते ।प्रसन्नचेतसो ह्याश‍ु बुद्धिः पर्यवतिष्ठते ॥ ६५ ॥,"In the grace, the cessation of all sorrows arises. For the serene-minded, indeed, the intellect stands firm."
66,नास्ति बुद्धिरयुक्तस्य न चायुक्तस्य भावना ।न चाभावयतः शान्तिरशान्तस्य कुतः सुखम् ॥ ६६ ॥,"There is no intelligence for one who is not connected, nor is there contemplation for one who is not connected. For the unconnected, there is no peace. And for one without peace, how can there be happiness?"
67,इन्द्रियाणां हि चरतां यन्मनोऽनुविधीयते ।तदस्य हरति प्रज्ञां वायुर्नावमिवाम्भसि ॥ ६७ ॥,The mind that follows the wandering senses carries away one's discernment as the wind carries away a boat on the waters.
68,तस्माद्यस्य महाबाहो निगृहीतानि सर्वशः ।इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता ॥ ६८ ॥,"Therefore, O mighty-armed Arjuna, one whose senses are completely restrained from sense objects, his wisdom is firmly established."
69,या निशा सर्वभूतानां तस्यां जागर्ति संयमी ।यस्यां जाग्रति भूतानि सा निशा पश्यतो मुनेः ॥ ६९ ॥,"That which is night for all beings, the self-controlled man is awake in that. When all beings are awake, that is night for the sage who sees."
70,आपूर्यमाणमचलप्रतिष्ठंसमुद्रमापः प्रविशन्ति यद्वत् ।तद्वत्कामा यं प्रविशन्ति सर्वेस शान्तिमाप्‍नोति न कामकामी ॥ ७० ॥,"Just as the waters of a river enter the ocean, achieving peace by entering into desires, one attains peace; not the desirer of desires."
71,विहाय कामान्यः सर्वान्पुमांश्चरति निःस्पृहः ।निर्ममो निरहङ्कार स शान्तिमधिगच्छति ॥ ७१ ॥,"Leaving all desires, a person moves about without longing, without egoism, without possessiveness. He attains peace."
72,एषा ब्राह्मी स्थितिःपार्थ नैनां प्राप्य विमुह्यति ।स्थित्वास्यामन्तकालेऽपि ब्रह्मनिर्वाणमृच्छति ॥ ७२ ॥,"This is the state of Brahman, O Partha. Attaining it, one is not deluded. Being established in it, even at the time of death, one attains the state of Brahman."
