slokas_no,slokas,slokas_translated
31,आख्याहि मे को भवानुग्ररूपोनमोऽस्तु ते देववर प्रसीद ।विज्ञातुमिच्छामि भवन्तमाद्यंन हि प्रजानामि तव प्रवृत्तिम् ॥ ३१ ॥,"“Please tell me who You are, O awesome one.  I bow to You, O god, please be merciful. I want to know You, the primordial one. For I do not know the extent of your power.""  













"
32,श्रीभगवानुवाचकालोऽस्मि लोकक्षयकृत्प्रवृद्धोलोकान्समाहर्तुमिह प्रवृत्त: ।‍ऋतेऽपि त्वां न भविष्यन्ति सर्वेयेऽवस्थिता: प्रत्यनीकेषु योधा: ॥ ३२ ॥,"The Lord said: ""I am Time, the destroyer of all things, come to annihilate these worlds.  Even without you, all the warriors standing in opposing armies would not survive."" 









"
33,तस्मात्त्वमुत्तिष्ठ यशो लभस्वजित्वा शत्रून्भुंक्ष्व राज्यं समृद्धम् ।मयैवैते निहता: पूर्वमेवनिमित्तमात्रं भव सव्यसाचिन् ॥ ३३ ॥,"""Therefore, stand up and gain glory. Conquer your enemies and enjoy a prosperous kingdom. All these warriors have already been slain by Me. You are merely an instrument, O Savyasachi."" 







"
34,द्रोणं च भीष्मं च जयद्रथं चकर्णं तथान्यानपि योधवीरान् ।मया हतांस्त्वं जहि मा व्यथिष्ठायुध्यस्व जेतासि रणे सपत्‍नान् ॥ ३४ ॥,"“Drona, Bhishma, Jayadratha, Karna, and all the other mighty warriors, I have already slain them. Fight without fear, and you shall conquer your enemies in battle.” 











"
35,सञ्जय उवाचएतच्छ्रुत्वा वचनं केशवस्यकृताञ्जलिर्वेपमान: किरीटी ।नमस्कृत्वा भूय एवाह कृष्णंसगद्ग‍दं भीतभीत: प्रणम्य ॥ ३५ ॥,"Sanjaya said: “Hearing these words of Keshava, Arjuna, crowned with a diadem,  bowed his head and, trembling, spoke to Krishna in a choked voice, bowing again and again.” 













"
36,अर्जुन उवाचस्थाने हृषीकेश तव प्रकीर्त्याजगत्प्रहृष्यत्यनुरज्यते च ।रक्षांसि भीतानि दिशो द्रवन्तिसर्वे नमस्यन्ति च सिद्धसङ्घा: ॥ ३६ ॥,"Arjuna said: ""O Hrishikesha, the world rejoices and is attracted by your fame. The demons are terrified, the directions tremble, and all the Siddhas bow down to you."" 











"
37,कस्माच्च‍ ते न नमेरन्महात्मन्गरीयसे ब्रह्मणोऽप्यादिकर्त्रे ।अनन्त देवेश जगन्निवासत्वमक्षरं सदसत्तत्परं यत् ॥ ३७ ॥,"“O great soul, why should not all beings bow down to you, who are greater than Brahma himself, the primeval creator? You are infinite, O Lord of the universe, the abode of all beings, the imperishable, and the ultimate reality beyond existence and non-existence.” 









"
38,त्वमादिदेव: पुरुष: पुराण-स्त्वमस्य विश्वस्य परं निधानम् ।वेत्तासि वेद्यं च परं च धामत्वया ततं विश्वमनन्तरूप ॥ ३८ ॥,"“You are the primordial god, the original Person, the ancient one. You are the supreme refuge of this universe. You are the knower and the known, the supreme abode, and the universe is pervaded by You, who are infinite in form.” 









"
39,वायुर्यमोऽग्न‍िर्वरुण: शशाङ्क:प्रजापतिस्त्वं प्रपितामहश्च ।नमो नमस्तेऽस्तु सहस्रकृत्व:पुनश्च भूयोऽपि नमो नमस्ते ॥ ३९ ॥,"""You are the wind, Yama, fire, Varuna, the moon, Prajapati, and Brahma, the grandsire.  I bow to you a thousand times, and again and again, I bow to you."" 





"
40,नम: पुरस्तादथ पृष्ठतस्तेनमोऽस्तु ते सर्वत एव सर्व ।अनन्तवीर्यामितविक्रमस्त्वंसर्वं समाप्‍नोषि ततोऽसि सर्व: ॥ ४० ॥,"""I bow to you from the front, from the back, from all sides, and everywhere. You are infinite in power, with unyielding might. You are all, and you pervade all. Therefore, you are all."" 





"
41,सखेति मत्वा प्रसभं यदुक्तंहे कृष्ण हे यादव हे सखेति ।अजानता महिमानं तवेदंमया प्रमादात्प्रणयेन वापि ॥ ४१ ॥,"“Out of familiarity, I have spoken to you as, ‘O Krishna, O Yadava, O friend,’ out of ignorance of your greatness, or perhaps out of love.  “ 










"
42,यच्च‍ावहासार्थमसत्कृतोऽसिविहारशय्यासनभोजनेषु ।एकोऽथवाप्यच्युत तत्समक्षंतत्क्षामये त्वामहमप्रमेयम् ॥ ४२ ॥,"""And if I have treated you lightly, by speaking jestingly, or in matters of recreation, beds, seats, or food, or if I have at any time been disrespectful in your presence, O Achyuta, then forgive me, O immeasurable one."" 













"
43,पितासि लोकस्य चराचरस्यत्वमस्य पूज्यश्च गुरुर्गरीयान् ।न त्वत्समोऽस्त्यभ्यधिक: कुतोऽन्योलोकत्रयेऽप्यप्रतिमप्रभाव ॥ ४३ ॥,"""You are the father of the movable and immovable world.  You are the most venerable, the greatest teacher. There is no one equal to you, nor is there anyone more powerful in the three worlds."" 











"
44,तस्मात्प्रणम्य प्रणिधाय कायंप्रसादये त्वामहमीशमीड्यम् ।पितेव पुत्रस्य सखेव सख्यु:प्रिय: प्रियायार्हसि देव सोढुम् ॥ ४४ ॥,"“Therefore, I bow down to you, I offer myself to you, I appease you, the most worshipful Lord. Like a father to his son, a friend to his friend, a beloved to his beloved, O god, you are worthy of being endured. ” 










"
45,अदृष्टपूर्वं हृषितोऽस्मि दृष्ट्वाभयेन च प्रव्यथितं मनो मे ।तदेव मे दर्शय देव रूपंप्रसीद देवेश जगन्निवास ॥ ४५ ॥,"“Seeing your form, I am overcome with joy and fear, my mind is troubled. Please, O god, show me your form again.  Be merciful, O Lord of the universe.” 











"
46,किरीटिनं गदिनं चक्रहस्त-मिच्छामि त्वां द्रष्टुमहं तथैव ।तेनैव रूपेण चतुर्भुजेनसहस्रबाहो भव विश्वमूर्ते ॥ ४६ ॥,"""I wish to see you again, adorned with a crown, holding a mace and a disk, in that same four-armed form.  O universal form, O thousand-armed one, please appear in that form.”  









"
47,श्रीभगवानुवाचमया प्रसन्नेन तवार्जुनेदंरूपं परं दर्शितमात्मयोगात् ।तेजोमयं विश्वमनन्तमाद्यंयन्मे त्वदन्येन न दृष्टपूर्वम् ॥ ४७ ॥,"The Lord said: “O Arjuna, because you are devoted, I have shown you this supreme form, emerging from My Yoga.  This radiant, infinite, primordial universe has never been seen before by anyone other than you."" 













"
48,न वेदयज्ञाध्ययनैर्न दानै-र्न च क्रियाभिर्न तपोभिरुग्रै: ।एवंरूप: शक्य अहं नृलोकेद्रष्टुं त्वदन्येन कुरुप्रवीर ॥ ४८ ॥,"“No one in this world, O best of the Kurus, can see Me in this form, not through the study of the Vedas, not by sacrifices, not by charity, not by austerities, not through any other action.”  





"
49,मा ते व्यथा मा च विमूढभावोदृष्ट्वा रूपं घोरमीदृङ्‍ममेदम् ।व्यपेतभी: प्रीतमना: पुनस्त्वंतदेव मे रूपमिदं प्रपश्य ॥ ४९ ॥,"""Don’t be distressed, don’t be bewildered. Seeing this terrible form of Mine,  be fearless, be happy.  See Me again in this very form.” 






"
50,सञ्जय उवाचइत्यर्जुनं वासुदेवस्तथोक्त्वास्वकं रूपं दर्शयामास भूय: ।आश्वासयामास च भीतमेनंभूत्वा पुन: सौम्यवपुर्महात्मा ॥ ५० ॥,"Sanjaya said: “Having said this to Arjuna, Vasudeva again showed him His own form.  And, resuming His gentle form, the great soul reassured Arjuna, who was frightened."" 












"
51,अर्जुन उवाचदृष्ट्वेदं मानुषं रूपं तव सौम्यं जनार्दन ।इदानीमस्मि संवृत्त: सचेता: प्रकृतिं गत: ॥ ५१ ॥,"Arjuna said: ""Seeing your gentle human form, O Janardana, my mind is now composed and I have returned to my natural state."" 









"
52,श्रीभगवानुवाचसुदुर्दर्शमिदं रूपं दृष्टवानसि यन्मम ।देवा अप्यस्य रूपस्य नित्यं दर्शनकाङ्‍‍क्षिण: ॥ ५२ ॥,"The Lord said: ""This form of Mine, which you have seen, is very difficult to see. Even the gods always desire to see this form.” 




"
53,नाहं वेदैर्न तपसा न दानेन न चेज्यया ।शक्य एवंविधो द्रष्टुं दृष्टवानसि मां यथा ॥ ५३ ॥,"""I cannot be seen by the Vedas, not by austerities, not by charity, not by sacrifices.  You have seen Me in this form as I am."" 
"
54,भक्त्य‍ा त्वनन्यया शक्य अहमेवंविधोऽर्जुन ।ज्ञातुं द्रष्टुं च तत्त्वेन प्रवेष्टुं च परन्तप ॥ ५४ ॥,"“O Arjuna, O chastiser of the enemy, I can be known, seen in My true nature, and entered into only by unalloyed devotion.” 







"
55,मत्कर्मकृन्मत्परमो मद्भ‍क्त: सङ्गवर्जित: ।निर्वैर: सर्वभूतेषु य: स मामेति पाण्डव ॥ ५५ ॥,"""He who performs actions for My sake, who is devoted to Me, who is free from attachment, who is without hatred towards all beings, he comes to Me, O Pandava."" 











"
