slokas_no,slokas,slokas_translated
16,अहं क्रतुरहं यज्ञ: स्वधाहमहमौषधम् ।मन्‍त्रोऽहमहमेवाज्यमहमग्न‍िरहं हुतम् ॥ १६ ॥,"I am the sacrifice, I am the offering, I am the ritual, I am the medicine, I am the mantra, I am the ghee, I am the fire, I am the oblation. 




"
17,पिताहमस्य जगतो माता धाता पितामह: ।वेद्यं पवित्रम् ॐकार ऋक् साम यजुरेव च ॥ १७ ॥,"I am the father of this universe, the mother, the support, and the grandsire. I am what must be known, the purifier, the syllable Om, the Rig, the Sama, and the Yajur Veda. 








"
18,गतिर्भर्ता प्रभु: साक्षी निवास: शरणं सुहृत् ।प्रभव: प्रलय: स्थानं निधानं बीजमव्ययम् ॥ १८ ॥,"I am the goal, the sustainer, the lord, the witness, the abode, the refuge, the friend, the origin, the dissolution, the resting place, the treasure, the imperishable seed. 












"
19,तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च ।अमृतं चैव मृत्युश्च सदसच्च‍ाहमर्जुन ॥ १९ ॥,"I heat, I rain, I grasp, I release.  I am immortality, death, being, and non-being, O Arjuna. 








"
20,त्रैविद्या मां सोमपा: पूतपापायज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते ।ते पुण्यमासाद्य सुरेन्द्रलोक-मश्न‍‍न्ति दिव्यान्दिवि देवभोगान् ॥ २० ॥,"Those who perform sacrifices with the three Vedas, who drink Soma juice, and who are purified by sacrifices, pray for heaven.  Obtaining merit, they enjoy divine pleasures in the worlds of the gods. 






"
21,ते तं भुक्त्वा स्वर्गलोकं विशालंक्षीणे पुण्ये मर्त्यलोकं विशन्ति ।एवं त्रयीधर्ममनुप्रपन्नागतागतं कामकामा लभन्ते ॥ २१ ॥,"Having enjoyed that vast heavenly world, when their merit is exhausted, they return to this mortal world. Thus, those who have taken refuge in the three-fold Dharma, seeking desire after desire, go forth and return again and again.   









"
22,अनन्याश्चिन्तयन्तो मां ये जना: पर्युपासते ।तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् ॥ २२ ॥,"Those who think of Me alone, who worship Me with devotion, I carry the burdens of those ever-joined ones, for their well-being and protection. 








"
23,येऽप्यन्यदेवताभक्ता यजन्ते श्रद्धयान्विता: ।तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् ॥ २३ ॥,"Those who are devoted to other deities and worship them with faith, they too worship Me, O son of Kunti, though not according to the proper method. 








"
24,अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च ।न तु मामभिजानन्ति तत्त्वेनातश्‍च्‍यवन्ति ते ॥ २४ ॥,"For I am the enjoyer of all sacrifices and the lord of all.  But they do not know Me in truth; therefore, they fall. 




"
25,यान्ति देवव्रता देवान्पितॄन्यान्ति पितृव्रता: ।भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् ॥ २५ ॥,"Those who worship the gods go to the gods, those who worship the ancestors go to the ancestors, those who worship the elements go to the elements, and those who worship Me go to Me. 



"
26,पत्रं पुष्पं फलं तोयं यो मे भक्त्य‍ा प्रयच्छति ।तदहं भक्त्य‍ुपहृतमश्न‍ामि प्रयतात्मन: ॥ २६ ॥,"Whoever offers Me with devotion a leaf, a flower, a fruit, or water, I accept that offering made with a pure mind. 






"
27,यत्करोषि यदश्न‍ासि यज्ज‍ुहोषि ददासि यत् ।यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् ॥ २७ ॥,"Whatever you do, whatever you eat, whatever you offer, whatever you give, whatever austerity you perform, O son of Kunti, do it as an offering to Me.   












"
28,श‍ुभाश‍ुभफलैरेवं मोक्ष्यसे कर्मबन्धनै: ।सन्न्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि ॥ २८ ॥,"Thus, free from the bondage of actions by the fruits of good and bad deeds, with your soul united in the yoga of renunciation, you will be liberated and attain Me.  








"
29,समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रिय: ।ये भजन्ति तु मां भक्त्य‍ा मयि ते तेषु चाप्यहम् ॥ २९ ॥,"I am the same to all beings, I have no aversion to anyone, nor am I dear to anyone. But those who worship Me with devotion, they are in Me, and I am in them.







"
30,अपि चेत्सुदुराचारो भजते मामनन्यभाक् ।साधुरेव स मन्तव्य: सम्यग्व्यवसितो हि स: ॥ ३० ॥,"Even if a man of evil conduct worships Me exclusively, he must be considered good, for his resolve is right. 






"
31,क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति ।कौन्तेय प्रतिजानीहि न मे भक्त: प्रणश्यति ॥ ३१ ॥,"He quickly becomes righteous and attains everlasting peace.  O son of Kunti, know for certain that My devotee never perishes. 







"
32,मां हि पार्थ व्यपाश्रित्य येऽपि स्यु: पापयोनय: ।स्त्रियो वैश्यास्तथा श‍ूद्रास्तेऽपि यान्ति परां गतिम् ॥ ३२ ॥,"O Partha, even those who are born in low families, women, Vaishyas, and Shudras—even they reach the supreme goal if they take refuge in Me. 








"
33,किं पुनर्ब्राह्मणा: पुण्या भक्ता राजर्षयस्तथा ।अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् ॥ ३३ ॥,"What to speak of righteous Brahmanas, devoted kings, and royal sages?  Having come to this impermanent and unhappy world, worship Me! 











"
34,मन्मना भव मद्भ‍क्तो मद्याजी मां नमस्कुरु ।मामेवैष्यसि युक्त्वैवमात्मानं मत्परायण: ॥ ३४ ॥,"Be devoted to Me with your mind, be My devotee, offer sacrifice to Me, and bow down to Me.  Thus, uniting your self with Me, you will come to Me—you are My devotee. 








"
