slokas_no,slokas,slokas_translated
15,शरीरवाङ्‍मनोभिर्यत्कर्म प्रारभते नर: ।न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतव: ॥ १५ ॥,"""Whatever action a person undertakes with his body,  speech, and mind, whether right or wrong, these five are the causes of that action."" 




 






"
16,तत्रैवं सति कर्तारमात्मानं केवलं तु य: ।पश्यत्यकृतबुद्धित्वान्न स पश्यति दुर्मति: ॥ १६ ॥,"""When this is the case, he who, due to his foolish understanding, sees only the self as the doer, he does not see truly.  He is deluded."" 





 






"
17,यस्य नाहंकृतो भावो बुद्धिर्यस्य न लिप्यते ।हत्वापि स इमाँल्ल‍ोकान्न हन्ति न निबध्यते ॥ १७ ॥,"“For one who is not in the mode of ego, whose intelligence is not stained,  even if he slays these worlds, he does not slay, nor is he bound.” 




 




"
18,ज्ञानं ज्ञेयं परिज्ञाता त्रिविधा कर्मचोदना ।करणं कर्म कर्तेति त्रिविध: कर्मसङ्‍ग्रह: ॥ १८ ॥,"""Knowing, the object of knowledge, and the knower of the object of knowledge - these three are the prompts to action. The instruments, action, and the actor - these three constitute the aggregate of action."" 





 








"
19,ज्ञानं कर्म च कर्ता च त्रिधैव गुणभेदत: ।प्रोच्यते गुणसंख्याने यथावच्छृणु तान्यपि ॥ १९ ॥,"""Knowledge, action, and the actor, according to the differences in the qualities, are described as follows.  Hear about these qualities as they are."" 



 


"
20,सर्वभूतेषु येनैकं भावमव्ययमीक्षते ।अविभक्तं विभक्तेषु तज्ज्ञानं विद्धि सात्त्विकम् ॥ २० ॥,"""That knowledge by which one sees the one, imperishable essence in all beings, the undivided in the divided, that knowledge is considered to be sattvic."" 





 






"
21,पृथक्त्वेन तु यज्ज्ञानं नानाभावान्पृथग्विधान् ।वेत्ति सर्वेषु भूतेषु तज्ज्ञानं विद्धि राजसम् ॥ २१ ॥,"“But that knowledge by which one sees, in all beings, the different essences and diverse forms, that knowledge is considered to be rajasic."" 












"
22,यत्तु कृत्स्नवदेकस्मिन्कार्ये सक्तमहैतुकम् ।अतत्त्वार्थवदल्पं च तत्तामसमुदाहृतम् ॥ २२ ॥,"""And that knowledge which is attached to one particular action, which is motivated by false reasoning, and which is not based on truth, that knowledge is called tamasic.” 





 






"
23,नियतं सङ्गरहितमरागद्वेषत: कृतम् ।अफलप्रेप्सुना कर्म यत्तत्सात्त्विकमुच्यते ॥ २३ ॥,"""Action that is performed in a fixed way, without attachment, without desire and aversion, and without seeking results, is called sattvic."" 





 








"
24,यत्तु कामेप्सुना कर्म साहङ्कारेण वा पुन: ।क्रियते बहुलायासं तद्राजसमुदाहृतम् ॥ २४ ॥,"""Action performed by one seeking desire or by one filled with ego, with much effort, is called rajasic."" 





 








"
25,अनुबन्धं क्षयं हिंसामनपेक्ष्य च पौरुषम् ।मोहादारभ्यते कर्म यत्तत्तामसमुच्यते ॥ २५ ॥,"""Action performed out of delusion, motivated by attachment, destruction, violence, and lack of consideration, is called tamasic."" 





 








"
26,मुक्तसङ्गोऽनहंवादी धृत्युत्साहसमन्वित: ।सिद्ध्यसिद्ध्योर्निर्विकार: कर्ता सात्त्विक उच्यते ॥ २६ ॥,"""He who is free from attachment, who does not claim to be the doer, who is endowed with fortitude and enthusiasm, who is unaffected by success or failure, is called a sattvic doer."" 





 










"
27,रागी कर्मफलप्रेप्सुर्लुब्धो हिंसात्मकोऽश‍ुचि: ।हर्षशोकान्वित: कर्ता राजस: परिकीर्तित: ॥ २७ ॥,"“He who is attached, desirous of the fruits of action, greedy, violent, and impure, who is full of joy and sorrow, is called a rajasic doer.” 





 








"
28,अयुक्त: प्राकृत: स्तब्ध: शठो नैष्कृतिकोऽलस: ।विषादी दीर्घसूत्री च कर्ता तामस उच्यते ॥ २८ ॥,"“He who is undisciplined, materialistic, arrogant, deceitful, uncultured, lazy, morose, and procrastinating is called a tamasic doer.” 





 










"
29,बुद्धेर्भेदं धृतेश्चैव गुणतस्त्रिविधं श‍ृणु ।प्रोच्यमानमशेषेण पृथक्त्वेन धनञ्जय ॥ २९ ॥,"""O Dhananjaya, now hear from Me, in detail and in distinction, about the three kinds of intellect and determination, according to the three qualities."" 





 










"
30,प्रवृत्तिं च निवृत्तिं च कार्याकार्ये भयाभये ।बन्धं मोक्षं च या वेत्ति बुद्धि: सा पार्थ सात्त्विकी ॥ ३० ॥,"“O Partha, that intellect which knows about activity and renunciation, about what should be done and what should not be done, about fear and fearlessness, about bondage and liberation, that intellect is sattvic."" 





 












"
31,यया धर्ममधर्मं च कार्यं चाकार्यमेव च ।अयथावत्प्रजानाति बुद्धि: सा पार्थ राजसी ॥ ३१ ॥,"“O Partha, that intellect which incorrectly understands righteousness and unrighteousness, what should be done and what should not be done, is rajasic."" 





 











"
32,अधर्मं धर्ममिति या मन्यते तमसावृता ।सर्वार्थान्विपरीतांश्च बुद्धि: सा पार्थ तामसी ॥ ३२ ॥,"“O Partha, that intellect which, covered by darkness, considers unrighteousness to be righteousness, and which sees all things in a distorted way, is tamasic."" 





 










"
33,धृत्या यया धारयते मन:प्राणेन्द्रियक्रिया: ।योगेनाव्यभिचारिण्या धृति: सा पार्थ सात्त्विकी ॥ ३३ ॥,"""O Partha, that determination by which one controls the mind, the life breath, and the senses, with unwavering Yoga, is sattvic."" 





 












"
34,यया तु धर्मकामार्थान्धृत्या धारयतेऽर्जुन ।प्रसङ्गेन फलाकाङ्क्षी धृति: सा पार्थ राजसी ॥ ३४ ॥,"""But that determination by which one upholds Dharma, desire, and wealth, O Arjuna, motivated by selfish desires, is rajasic."" 









"
35,यया स्वप्‍नं भयं शोकं विषादं मदमेव च ।न विमुञ्चति दुर्मेधा धृति: सा पार्थ तामसी ॥ ३५ ॥,"“O Partha, but that determination by which a dull-witted person cannot free himself from sleep, fear, sorrow, despair, and delusion, that determination is tamasic."" 





 










"
36,सुखं त्विदानीं त्रिविधं श‍ृणु मे भरतर्षभ ।अभ्यासाद्रमते यत्र दु:खान्तं च निगच्छति ॥ ३६ ॥,"“Now, O best of the Bharatas, hear from Me about the three kinds of happiness: happiness achieved by practice, happiness that ends sorrow, and happiness caused by the liberation of the soul.” 





 




"
37,यत्तदग्रे विषमिव परिणामेऽमृतोपमम् ।तत्सुखं सात्त्विकं प्रोक्तमात्मबुद्धिप्रसादजम् ॥ ३७ ॥,"“That happiness which, like poison, at first, becomes like nectar in the end, that happiness is called sattvic, born from the awakening of the soul.” 





 






"
38,विषयेन्द्रियसंयोगाद्यत्तदग्रेऽमृतोपमम् ।परिणामे विषमिव तत्सुखं राजसं स्मृतम् ॥ ३८ ॥,"“That happiness that at first tastes like nectar, because of contact with sense objects, but turns into poison in the end, is called rajasic.” 





 






"
39,यदग्रे चानुबन्धे च सुखं मोहनमात्मन: ।निद्रालस्यप्रमादोत्थं तत्तामसमुदाहृतम् ॥ ३९ ॥,"“That happiness, which causes delusion and is accompanied by sleep, laziness, and dullness, both at the beginning and later, is called tamasic.”  


 




"
40,न तदस्ति पृथिव्यां वा दिवि देवेषु वा पुन: ।सत्त्वं प्रकृतिजैर्मुक्तं यदेभि: स्यात्‍त्रिभिर्गुणै: ॥ ४० ॥,"“There is nothing in heaven or on earth, O Arjuna, that is free from the three qualities born from Prakriti."" 





 






"
41,ब्राह्मणक्षत्रियविशां श‍ूद्राणां च परन्तप ।कर्माणि प्रविभक्तानि स्वभावप्रभवैर्गुणै: ॥ ४१ ॥,"""O chastiser of the enemy, the duties of the Brahmanas, Kshatriyas, Vaishyas, and Shudras are divided according to the qualities born from their nature."" 





 




"
42,शमो दमस्तप: शौचं क्षान्तिरार्जवमेव च ।ज्ञानं विज्ञानमास्तिक्यं ब्रह्मकर्म स्वभावजम् ॥ ४२ ॥,"“Peacefulness, self-control, austerity, purity, tolerance,  straightforwardness, knowledge, wisdom, faith in a higher power, and action in accordance with the teachings of Brahman—these are the natural qualities of the Brahmana.” 





 




"
43,शौर्यं तेजो धृतिर्दाक्ष्यं युद्धे चाप्यपलायनम् ।दानमीश्वरभावश्च क्षात्रं कर्म स्वभावजम् ॥ ४३ ॥,"""Valor, brilliance, fortitude, skill, courage in battle, charity, and the attitude of a leader—these are the natural qualities of the Kshatriya."" 





 






"
44,कृषिगोरक्ष्यवाणिज्यं वैश्यकर्म स्वभावजम् ।परिचर्यात्मकं कर्म श‍ूद्रस्यापि स्वभावजम् ॥ ४४ ॥,"""Agriculture, animal husbandry, and commerce are the natural duties of the Vaishya.  And service is the natural duty of the Shudra."" 





 






"
45,स्वे स्वे कर्मण्यभिरत: संसिद्धिं लभते नरस्वकर्मनिरत: सिद्धिं यथा विन्दति तच्‍छृणु ॥ ४५ ॥,"“One who is devoted to his own duty attains perfection. Hear how one attains perfection by being devoted to one’s own duty.” 







"
46,यत: प्रवृत्तिर्भूतानां येन सर्वमिदं ततम् ।स्वकर्मणा तमभ्यर्च्य सिद्धिं विन्दति मानव: ॥ ४६ ॥,"“From the beginning, all beings are engaged in their particular duty, and they are all pervaded by that duty. By worshipping that duty through one’s own work, a person attains perfection."" 









"
47,श्रेयान्स्वधर्मो विगुण: परधर्मात्स्वनुष्ठितात् ।स्वभावनियतं कर्म कुर्वन्नाप्‍नोति किल्बिषम् ॥ ४७ ॥,"""One’s own duty, even if imperfectly performed, is better than another’s duty well performed. One who performs his own duty, according to his nature, incurs no sin."" 





 






"
48,सहजं कर्म कौन्तेय सदोषमपि न त्यजेत् ।सर्वारम्भा हि दोषेण धूमेनाग्न‍िरिवावृता: ॥ ४८ ॥,"“O Kunti’s son, one should not abandon one’s natural duty, even if it has defects, for all undertakings are covered by defects, like fire by smoke.  "" 





 








"
49,असक्तबुद्धि: सर्वत्र जितात्मा विगतस्पृह: ।नैष्कर्म्यसिद्धिं परमां सन्न्यासेनाधिगच्छति ॥ ४९ ॥,"""A person who is free from attachment, who has conquered the mind, and who has renounced desires attains the supreme perfection of nonaction by renunciation."" 




 








"
50,सिद्धिं प्राप्‍तो यथा ब्रह्म तथाप्‍नोति निबोध मे ।समासेनैव कौन्तेय निष्ठा ज्ञानस्य या परा ॥ ५० ॥,"“O Kunti’s son, how one attains perfection, which is like Brahman, hear from Me briefly about the supreme perfection of knowledge.  "" 









"
51,बुद्ध्या विश‍ुद्धया युक्तो धृत्यात्मानं नियम्य च ।शब्दादीन्विषयांस्त्यक्त्वा रागद्वेषौ व्युदस्य च ॥ ५१ ॥,"""With a purified intellect, with a disciplined self, with determination, one should abandon all objects of sense perception, including sound, and give up both attachment and aversion."" 





 










"
52,विविक्तसेवी लघ्वाशी यतवाक्कायमानस: ।ध्यानयोगपरो नित्यं वैराग्यं समुपाश्रित: ॥ ५२ ॥,"""He should live in solitude, eat little, control his speech, body, and mind, always devoted to meditation and Yoga, embracing nonattachment."" 





 






"
53,अहङ्कारं बलं दर्पं कामं क्रोधं परिग्रहम् ।विमुच्य निर्मम: शान्तो ब्रह्मभूयाय कल्पते ॥ ५३ ॥,"""Free from egotism, strength, pride, lust, anger, and possessiveness, devoid of the sense of ‘mine,’ peaceful, he becomes fit for Brahmanhood."" 





 








"
54,ब्रह्मभूत: प्रसन्नात्मा न शोचति न काङ्क्षति ।सम: सर्वेषु भूतेषु मद्भ‍‍क्तिं लभते पराम् ॥ ५४ ॥,"""Having become Brahman, his mind is peaceful, he neither grieves nor desires. He is the same to all beings, and he attains supreme devotion to Me."" 





 






"
55,भक्त्य‍ा मामभिजानाति यावान्यश्चास्मि तत्त्वत: ।ततो मां तत्त्वतो ज्ञात्वा विशते तदनन्तरम् ॥ ५५ ॥,"“By devotion alone can one know Me in truth.  And, knowing Me in truth, one enters into Me afterward. 



 






"
56,सर्वकर्माण्यपि सदा कुर्वाणो मद्‍व्यपाश्रय: ।मत्प्रसादादवाप्‍नोति शाश्वतं पदमव्ययम् ॥ ५६ ॥,"“Even while performing all actions, one who takes refuge in Me, by My grace, attains to the eternal, imperishable state."" 











"
57,चेतसा सर्वकर्माणि मयि सन्न्यस्य मत्पर: ।बुद्धियोगमुपाश्रित्य मच्च‍ित्त: सततं भव ॥ ५७ ॥,"“With your mind, surrender all actions to Me, and be devoted to Me.  Take refuge in the yoga of knowledge and become one-minded in Me always."" 





 










"
58,मच्च‍ित्त: सर्वदुर्गाणि मत्प्रसादात्तरिष्यसि ।अथ चेत्त्वमहङ्कारान्न श्रोष्यसि विनङ्‍क्ष्यसि ॥ ५८ ॥,"""With your mind fixed on Me,  by My grace, you will cross over all obstacles. But if you are puffed up with ego, you will not listen to Me, and you will be destroyed."" 








"
59,यदहङ्कारमाश्रित्य न योत्स्य इति मन्यसे ।मिथ्यैष व्यवसायस्ते प्रकृतिस्त्वां नियोक्ष्यति ॥ ५९ ॥,"""If, thinking, ‘I will not fight,’ you give up your duty,  your determination is false.  Nature will force you to act."" 





 




"
60,स्वभावजेन कौन्तेय निबद्ध: स्वेन कर्मणा ।कर्तुं नेच्छसि यन्मोहात्करिष्यस्यवशोऽपि तत् ॥ ६० ॥,"""Bound by your own nature, O Kunti’s son, by your own actions, whatever you do not want to do out of delusion, you will have to do, helplessly."" 








"
61,ईश्वर: सर्वभूतानां हृद्देशेऽर्जुन तिष्ठति ।भ्रामयन्सर्वभूतानि यन्‍त्रारूढानि मायया ॥ ६१ ॥,"""O Arjuna, the Lord resides in the heart of all beings and, by His Maya, makes them all revolve on the wheel of time, as if they were within a machine."" 







"
62,तमेव शरणं गच्छ सर्वभावेन भारत ।तत्प्रसादात्परां शान्तिं स्थानं प्राप्स्यसि शाश्वतम् ॥ ६२ ॥,"""Therefore, O descendant of Bharata, surrender to Him with your whole being. By His grace,  you will attain supreme peace and the eternal abode."" 




 






"
63,इति ते ज्ञानमाख्यातं गुह्याद्‍‍गुह्यतरं मया ।विमृश्यैतदशेषेण यथेच्छसि तथा कुरु ॥ ६३ ॥,"""Thus, I have explained to you this most confidential knowledge, which is more confidential than any other.  Having considered this in full, act as you wish."" 











"
64,सर्वगुह्यतमं भूय: श‍ृणु मे परमं वच: ।इष्टोऽसि मे दृढमिति ततो वक्ष्यामि ते हितम् ॥ ६४ ॥,"""Now hear from Me this most confidential knowledge, which is even more confidential. You are dear to Me, and I will tell you what is beneficial for you.” 





 






"
65,मन्मना भव मद्भ‍क्तो मद्याजी मां नमस्कुरु ।मामेवैष्यसि सत्यं ते प्रतिजाने प्रियोऽसि मे ॥ ६५ ॥,"“Fix your mind on Me, become My devotee, worship Me, offer your obeisances to Me. You will come to Me, I promise you this, for you are dear to Me.” 





 








"
66,सर्वधर्मान्परित्यज्य मामेकं शरणं व्रज ।अहं त्वां सर्वपापेभ्यो मोक्षयिष्यामि मा श‍ुच: ॥ ६६ ॥,"""Abandon all varieties of religion and simply surrender unto Me.  I shall deliver you from all sinful reactions. Do not fear.” 





 






"
67,इदं ते नातपस्काय नाभक्ताय कदाचन ।न चाश‍ुश्रूषवे वाच्यं न च मां योऽभ्यसूयति ॥ ६७ ॥,"“This [knowledge] should never be explained to anyone who is non-austerity-practicing, non-devotee, or one who does not yearn to hear [such knowledge], nor to one who criticizes Me.” 





 








"
68,य इदं परमं गुह्यं मद्भ‍क्तेष्वभिधास्यति ।भक्तिं मयि परां कृत्वा मामेवैष्यत्यसंशय: ॥ ६८ ॥,"""Anyone who declares this most confidential knowledge to My devotees, practicing unalloyed devotion to Me, will undoubtedly come to Me."" 





 










"
69,न च तस्मान्मनुष्येषु कश्चिन्मे प्रियकृत्तम: ।भविता न च मे तस्मादन्य: प्रियतरो भुवि ॥ ६९ ॥,"""And there is no one dearer to Me than that person among men. And there is no one more dear than he in the world."" 






"
70,अध्येष्यते च य इमं धर्म्यं संवादमावयो: ।ज्ञानयज्ञेन तेनाहमिष्ट: स्यामिति मे मति: ॥ ७० ॥,"""I believe that anyone who studies this sacred conversation between us will attain Me by the sacrifice of knowledge."" 








"
71,श्रद्धावाननसूयश्च श‍ृणुयादपि यो नर: ।सोऽपि मुक्त: शुभाँल्ल‍ोकान्प्राप्‍नुयात्पुण्यकर्मणाम् ॥ ७१ ॥,"""And whoever, with faith and without envy, hears this discourse, even he, because of his good deeds, will be liberated and attain to the good worlds."" 




"
72,कच्च‍िदेतच्छ्रुतं पार्थ त्वयैकाग्रेण चेतसा ।कच्च‍िदज्ञानसम्मोह: प्रणष्टस्ते धनञ्जय ॥ ७२ ॥,"""O Partha, has this knowledge been heard by you with a focused mind?  O Dhananjaya, has your delusion caused by ignorance been dispelled?"" 





 






"
73,नष्टो मोह: स्मृतिर्लब्धा त्वत्प्रसादान्मयाच्युत ।स्थितोऽस्मि गतसन्देह: करिष्ये वचनं तव ॥ ७३ ॥,"“My delusion is gone, and I have regained my memory by your grace, O Achyuta.  I am now free from doubt, and I shall obey your command.” 





 






"
74,इत्यहं वासुदेवस्य पार्थस्य च महात्मन: ।संवादमिममश्रौषमद्भुतं रोमहर्षणम् ॥ ७४ ॥,"""Thus, O King, I heard this wondrous, hair-raising conversation between Vasudeva and the great soul, Arjuna."" 









"
75,व्यासप्रसादाच्छ्रुतवानेतद्‍गुह्यमहं परम् ।योगं योगेश्वरात्कृष्णात्साक्षात्कथयत: स्वयम् ॥ ७५ ॥,"""By Vyasa's grace, I have heard this most confidential knowledge, this Yoga, directly from Krishna, the Lord of Yoga himself."" 





 






"
76,राजन्संस्मृत्य संस्मृत्य संवादमिममद्भुतम् ।केशवार्जुनयो: पुण्यं हृष्यामि च मुहुर्मुहु: ॥ ७६ ॥,"""O King, remembering, again and again, this wonderful conversation between Krishna and Arjuna, I am always filled with joy."" 





 








"
77,तच्च‍ संस्मृत्य संस्मृत्य रूपमत्यद्भुतं हरे: ।विस्मयो मे महान्‍राजन्हृष्यामि च पुन: पुन: ॥ ७७ ॥,"""O King, remembering, again and again, the wondrous form of Hari, I am filled with great wonder, and I am always filled with joy."" 





 








"
78,यत्र योगेश्वर: कृष्णो यत्र पार्थो धनुर्धर: ।तत्र श्रीर्विजयो भूतिर्ध्रुवा नीतिर्मतिर्मम ॥ ७८ ॥,"""Where Krishna, the Lord of Yoga, is, and where Arjuna, the archer, is, there is auspiciousness, victory, strength, steadfastness, righteousness, and my faith.” 




 






"
