slokas_no,slokas,slokas_translated
11,अफलाकाङ्‌‍क्षिभिर्यज्ञो विधिदिष्टो य इज्यते ।यष्टव्यमेवेति मन: समाधाय स सात्त्विक: ॥ ११ ॥,"A person who performs sacrifices in the manner prescribed by the prescribed rituals is the one who is in the mode of goodness, and the mind is fixed in the mode of goodness. ."
12,अभिसन्धाय तु फलं दम्भार्थमपि चैव यत् ।इज्यते भरतश्रेष्ठ तं यज्ञं विद्धि राजसम् ॥ १२ ॥,O best of the Bharatas know that sacrifice which is performed for the sake of arrogance and for the sake of pride  ॥
13,विधिहीनमसृष्टान्नं मन्‍त्रहीनमदक्षिणम् ।श्रद्धाविरहितं यज्ञं तामसं परिचक्षते ॥ १३ ॥,They also describe the sacrifice of the modes of material nature without faith and without any mantra without any mantra  ॥
14,देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम् ।ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते ॥ १४ ॥,"Worship of the demigods, brāhmaṇas, spiritual masters, purity, ceremonies, celibacy, celibacy, non-violence and physical austerities are called śārīra.  ॥"
15,अनुद्वेगकरं वाक्यं सत्यं प्रियहितं च यत् ।स्वाध्यायाभ्यसनं चैव वाङ्‍मयं तप उच्यते ॥ १५ ॥,"The words of the Supreme Personality of Godhead are called śāstras, which are not anxious, which are true, pleasant and beneficial.  ॥"
16,मन:प्रसाद: सौम्यत्वं मौनमात्मविनिग्रह: ।भावसंश‍ुद्धिरित्येतत्तपो मानसमुच्यते ॥ १६ ॥,"The mind, grace, silence, self-control and self-control is called the mental state of self-realization.  ॥"
17,श्रद्धया परया तप्‍तं तपस्तत्‍त्रिविधं नरै: ।अफलाकाङ्‌‍क्षिभिर्युक्तै: सात्त्विकं परिचक्षते ॥ १७ ॥,"With great faith, the three kinds of austerities are performed by men who are endowed with the desires of the fruits of the Vedas. ."
18,सत्कारमानपूजार्थं तपो दम्भेन चैव यत् ।क्रियते तदिह प्रोक्तं राजसं चलमध्रुवम् ॥ १८ ॥,Whatever is performed for the sake of worship and honor and by arrogance is described in this world as Rajasic and immutable.  ॥
19,मूढग्राहेणात्मनो यत्पीडया क्रियते तप: ।परस्योत्सादनार्थं वा तत्तामसमुदाहृतम् ॥ १९ ॥,The austerities performed by the tormentor of the self by chanting the mantras of the Supreme Personality of Godhead are described in the Vedas. .
20,दातव्यमिति यद्दानं दीयतेऽनुपकारिणे ।देशे काले च पात्रे च तद्दानं सात्त्विकं स्मृतम् ॥ २० ॥,That which is given to a person who is not helpful to him is considered to be a Sattvic.  ॥
21,यत्तु प्रत्युपकारार्थं फलमुद्दिश्य वा पुन: ।दीयते च परिक्ल‍ि‍ष्टं तद्दानं राजसं स्मृतम् ॥ २१ ॥,Whatever is given to the reward for the benefit of rewards or rewards is considered to be a king’s deed.  ॥
22,अदेशकाले यद्दानमपात्रेभ्यश्च दीयते ।असत्कृतमवज्ञातं तत्तामसमुदाहृतम् ॥ २२ ॥,Whatever charity is given to those who are not disregarded is not disrespected and is despised by disrespecting it is called Tamasic.  ॥
23,ॐ तत्सदिति निर्देशो ब्रह्मणस्त्रिविध: स्मृत: ।ब्राह्मणास्तेन वेदाश्च यज्ञाश्च विहिता: पुरा ॥ २३ ॥,"In the past, the Vedas, the brāhmaṇas, the Vedas and the sacrifices performed in the past.  ॥"
24,तस्माद् ॐ इत्युदाहृत्य यज्ञदानतप:क्रिया: ।प्रवर्तन्ते विधानोक्ता: सततं ब्रह्मवादिनाम् ॥ २४ ॥,"Therefore, the rituals of sacrifice, charity and austerities are always described in the Vedas.  ॥"
25,तदित्यनभिसन्धाय फलं यज्ञतप:क्रिया: ।दानक्रियाश्च विविधा: क्रियन्ते मोक्षकाङ्‌‍क्षिभि: ॥ २५ ॥,"The fruits of performing various rituals, such as sacrifices, perform various rituals, performing the fruits of performing sacrifices and austerities. ."
26,सद्भ‍ावे साधुभावे च सदित्येतत्प्रयुज्यते ।प्रशस्ते कर्मणि तथा सच्छब्द: पार्थ युज्यते ॥ २६ ॥,"This is used in the same way as the truth, O son of Pṛthā, and in the praiseworthy action, which is used in the same way as the words of the Lord."
27,यज्ञे तपसि दाने च स्थिति: सदिति चोच्यते ।कर्म चैव तदर्थीयं सदित्येवाभिधीयते ॥ २७ ॥,"It is said that in sacrifice, in austerities and in charity the position is called sad."
28,अश्रद्धया हुतं दत्तं तपस्तप्‍तं कृतं च यत् ।असदित्युच्यते पार्थ न च तत्प्रेत्य नो इह ॥ २८ ॥,"O son of Pṛthā, whatever is said to be untruthful and performed without faith, O son of Pṛthā, that is not true in this world, which is not in this world. ."
