slokas_no,slokas,slokas_translated
14,देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम् ।ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते ॥ १४ ॥,"Worship of the gods, the twice-born, the teachers, and the wise, purity, straightforwardness, celibacy, and non-violence are called bodily austerity."
15,अनुद्वेगकरं वाक्यं सत्यं प्रियहितं च यत् ।स्वाध्यायाभ्यसनं चैव वाङ्‍मयं तप उच्यते ॥ १५ ॥,"Speech that is non-agitating, truthful, pleasant, and beneficial, as well as the practice of self-study, is called verbal austerity."
16,मन:प्रसाद: सौम्यत्वं मौनमात्मविनिग्रह: ।भावसंश‍ुद्धिरित्येतत्तपो मानसमुच्यते ॥ १६ ॥,"Serenity of mind, gentleness, silence, self-control, and purity of disposition—this is called mental austerity."
17,श्रद्धया परया तप्‍तं तपस्तत्‍त्रिविधं नरै: ।अफलाकाङ्‌‍क्षिभिर्युक्तै: सात्त्विकं परिचक्षते ॥ १७ ॥,The threefold austerity performed with supreme faith by men who are disciplined and without desire for reward is said to be of the nature of goodness (sattvic).
18,सत्कारमानपूजार्थं तपो दम्भेन चैव यत् ।क्रियते तदिह प्रोक्तं राजसं चलमध्रुवम् ॥ १८ ॥,"The austerity that is performed for the sake of gaining respect, honor, and worship, with hypocrisy, is said to be of the nature of rajas, unstable and impermanent."
19,मूढग्राहेणात्मनो यत्पीडया क्रियते तप: ।परस्योत्सादनार्थं वा तत्तामसमुदाहृतम् ॥ १९ ॥,"The austerity that is performed with foolish obstinacy, causing self-torture or for the purpose of destroying others, is said to be of the nature of darkness (tamas)."
20,दातव्यमिति यद्दानं दीयतेऽनुपकारिणे ।देशे काले च पात्रे च तद्दानं सात्त्विकं स्मृतम् ॥ २० ॥,"The gift that is given out of duty, at the proper time and place, to a worthy person, without expectation of return, is considered to be in the mode of goodness."
21,यत्तु प्रत्युपकारार्थं फलमुद्दिश्य वा पुन: ।दीयते च परिक्ल‍ि‍ष्टं तद्दानं राजसं स्मृतम् ॥ २१ ॥,"That gift which is given with the expectation of something in return, or with a desire for a reward, or reluctantly, is remembered as a gift in the mode of passion."
22,अदेशकाले यद्दानमपात्रेभ्यश्च दीयते ।असत्कृतमवज्ञातं तत्तामसमुदाहृतम् ॥ २२ ॥,"The gift that is given at an improper place and time, to unworthy persons, without respect or with disdain, is declared to be of the nature of darkness (Tamas)."
23,ॐ तत्सदिति निर्देशो ब्रह्मणस्त्रिविध: स्मृत: ।ब्राह्मणास्तेन वेदाश्च यज्ञाश्च विहिता: पुरा ॥ २३ ॥,"Om, the term ""Tat Sat"" is considered as a threefold designation of Brahman. By that were the Brahmanas, the Vedas, and the sacrifices ordained in the past."
24,तस्माद् ॐ इत्युदाहृत्य यज्ञदानतप:क्रिया: ।प्रवर्तन्ते विधानोक्ता: सततं ब्रह्मवादिनाम् ॥ २४ ॥,"Therefore, with the utterance of ""Om,"" the acts of sacrifice, charity, and austerity, as enjoined by the scriptures, are always commenced by the practitioners of the Vedas."
25,तदित्यनभिसन्धाय फलं यज्ञतप:क्रिया: ।दानक्रियाश्च विविधा: क्रियन्ते मोक्षकाङ्‌‍क्षिभि: ॥ २५ ॥,"""That is performed without desiring the results, the acts of sacrifice, austerity, and various acts of charity are undertaken by those who seek liberation."""
26,सद्भ‍ावे साधुभावे च सदित्येतत्प्रयुज्यते ।प्रशस्ते कर्मणि तथा सच्छब्द: पार्थ युज्यते ॥ २६ ॥,"The word ""Sat"" is used in the sense of reality and goodness, O Partha, and so also, it is used in the sense of an auspicious act."
27,यज्ञे तपसि दाने च स्थिति: सदिति चोच्यते ।कर्म चैव तदर्थीयं सदित्येवाभिधीयते ॥ २७ ॥,"In sacrifice, austerity, and charity, the steadfastness is said to be ""Sat."" And also, the action for that purpose is indeed called ""Sat."" (Verse 27)"
28,अश्रद्धया हुतं दत्तं तपस्तप्‍तं कृतं च यत् ।असदित्युच्यते पार्थ न च तत्प्रेत्य नो इह ॥ २८ ॥,"The offering given without faith, the gift, the austerity, and whatever is performed without faith, is called ""asat,"" O Partha. It is of no value here or hereafter."
