slokas_no,slokas,slokas_translated
17,तद्बुद्धयस्तदात्मानस्तन्निष्ठास्तत्परायणा: ।गच्छन्त्यपुनरावृत्तिं ज्ञाननिर्धूतकल्मषा: ॥ १७ ॥,"Those whose intellect is absorbed in That, whose self is identified with That, who are steadfast in That, and who have That as their supreme goal, go to a state of no return, their impurities dispelled by knowledge."
18,विद्याविनयसम्पन्ने ब्राह्मणे गवि हस्तिनि ।श‍ुनि चैव श्वपाके च पण्डिता: समदर्शिन: ॥ १८ ॥,"In a learned and humble Brahmin, a cow, an elephant, a dog, and even in a dog-eater, the wise see with equal vision."
19,इहैव तैर्जित: सर्गो येषां साम्ये स्थितं मन: ।निर्दोषं हि समं ब्रह्म तस्माद्‍ब्रह्मणि ते स्थिता: ॥ १९ ॥,"Here itself has creation been conquered by those whose minds are established in equanimity. Indeed, the flawless and equal is Brahman; therefore, they are established in Brahman."
20,न प्रहृष्येत्प्रियं प्राप्य नोद्विजेत्प्राप्य चाप्रियम् ।स्थिरबुद्धिरसम्मूढो ब्रह्मविद्‍ब्रह्मणि स्थित: ॥ २० ॥,"One should not rejoice upon obtaining the pleasant, nor be disturbed upon obtaining the unpleasant. One who is steady in mind, undeluded, and knows Brahman remains established in Brahman."
21,बाह्यस्पर्शेष्वसक्तात्मा विन्दत्यात्मनि यत्सुखम् ।स ब्रह्मयोगयुक्तात्मा सुखमक्षयमश्न‍ुते ॥ २१ ॥,"The one whose mind is unattached to external contacts finds joy in the self; such a person, engaged in the yoga of Brahman, attains imperishable happiness."
22,ये हि संस्पर्शजा भोगा दु:खयोनय एव ते ।आद्यन्तवन्त: कौन्तेय न तेषु रमते बुध: ॥ २२ ॥,"The pleasures that arise from contact are indeed sources of suffering; they have a beginning and an end, O Kaunteya (Arjuna), and the wise do not delight in them."
23,शक्न‍ोतीहैव य: सोढुं प्राक्शरीरविमोक्षणात् ।कामक्रोधोद्भ‍वं वेगं स युक्त: स सुखी नर: ॥ २३ ॥,"He who is able, while still here in this world, to withstand the impulse born of desire and anger before liberation from the body, he is a yogi, he is a happy man."
24,योऽन्त:सुखोऽन्तरारामस्तथान्तर्ज्योतिरेव य: ।स योगी ब्रह्मनिर्वाणं ब्रह्मभूतोऽधिगच्छति ॥ २४ ॥,"One who finds happiness within, who rejoices within, and whose light is within, that yogi attains the bliss of Brahman, becoming one with Brahman."
25,लभन्ते ब्रह्मनिर्वाणमृषय: क्षीणकल्मषा: ।छिन्नद्वैधा यतात्मान: सर्वभूतहिते रता: ॥ २५ ॥,"The sages, whose impurities are destroyed, whose doubts are cut off, who are disciplined, and who are engaged in the welfare of all beings, attain Brahman-nirvana."
26,कामक्रोधविमुक्तानां यतीनां यतचेतसाम् ।अभितो ब्रह्मनिर्वाणं वर्तते विदितात्मनाम् ॥ २६ ॥,"For those who are free from desire and anger, who have controlled their minds, and who have realized the Self, liberation in Brahman is near at hand."
27,स्पर्शान्कृत्वा बहिर्बाह्यांश्चक्षुश्चैवान्तरे भ्रुवो: ।प्राणापानौ समौ कृत्वा नासाभ्यन्तरचारिणौ ॥ २७ ॥,"Withdrawing the external contacts and fixing the gaze between the eyebrows, equalizing the inhalation and exhalation moving within the nostrils."
28,यतेन्द्रियमनोबुद्धिर्मुनिर्मोक्षपरायण: ।विगतेच्छाभयक्रोधो य: सदा मुक्त एव स: ॥ २८ ॥,"One who has controlled the senses, mind, and intellect, who is focused on liberation, who is free from desire, fear, and anger, is always liberated."
29,भोक्तारं यज्ञतपसां सर्वलोकमहेश्वरम् ।सुहृदं सर्वभूतानां ज्ञात्वा मां शान्तिमृच्छति ॥ २९ ॥,"The enjoyer of sacrifices and austerities, the great Lord of all worlds, the friend of all beings—knowing Me in this way, one attains peace."
