slokas_no,slokas,slokas_translated
12,अध्यात्मज्ञाननित्यत्वं तत्त्वज्ञानार्थदर्शनम् ।एतज्ज्ञानमिति प्रोक्तमज्ञानं यदतोऽन्यथा ॥ १२ ॥,The constant engagement in spiritual knowledge and the vision of the purpose of true knowledge—this is declared to be knowledge; what is contrary to this is ignorance.
13,ज्ञेयं यत्तत्प्रवक्ष्यामि यज्ज्ञात्वामृतमश्न‍ुते ।अनादिमत्परं ब्रह्म न सत्तन्नासदुच्यते ॥ १३ ॥,"I shall declare that which is to be known, knowing which one attains immortality. It is the beginningless supreme Brahman, which is said to be neither existent nor non-existent."
14,सर्वत: पाणिपादं तत्सर्वतोऽक्षिशिरोमुखम् ।सर्वत:श्रुतिमल्ल‍ोके सर्वमावृत्य तिष्ठति ॥ १४ ॥,"Everywhere are His hands and feet, His eyes, heads, and faces; His ears are everywhere in the world. He pervades all things."
15,सर्वेन्द्रियगुणाभासं सर्वेन्द्रियविवर्जितम् ।असक्तं सर्वभृच्च‍ैव निर्गुणं गुणभोक्तृ च ॥ १५ ॥,"The one who is the perceiver of all sense-objects, yet devoid of all senses; unattached, yet supporting all; beyond the qualities, yet the experiencer of the qualities."
16,बहिरन्तश्च भूतानामचरं चरमेव च ।सूक्ष्मत्वात्तदविज्ञेयं दूरस्थं चान्तिके च तत् ॥ १६ ॥,"It is outside and inside all beings, and it is immovable and also movable. Because of its subtlety, it is unknowable. It is far and also near. (Verse 16)"
17,अविभक्तं च भूतेषु विभक्तमिव च स्थितम् ।भूतभर्तृ च तज्ज्ञेयं ग्रसिष्णु प्रभविष्णु च ॥ १७ ॥,"Undivided in beings, yet as if divided; that which is to be known as the supporter of beings, the devourer, and the creator."
18,ज्योतिषामपि तज्ज्योतिस्तमस: परमुच्यते ।ज्ञानं ज्ञेयं ज्ञानगम्यं हृदि सर्वस्य विष्ठितम् ॥ १८ ॥,"The light of all lights, it is said to be beyond darkness. It is knowledge, the object of knowledge, and the goal of knowledge, situated in the heart of everyone."
19,इति क्षेत्रं तथा ज्ञानं ज्ञेयं चोक्तं समासत: ।मद्भ‍क्त एतद्विज्ञाय मद्भ‍ावायोपपद्यते ॥ १९ ॥,"Thus, the field, knowledge, and the knowable have been briefly described. My devotee, understanding this, becomes fit to attain my nature."
20,प्रकृतिं पुरुषं चैव विद्ध्यनादी उभावपि ।विकारांश्च गुणांश्चैव विद्धि प्रकृतिसम्भवान् ॥ २० ॥,Know that both Prakriti (nature) and Purusha (the spirit) are without beginning; and know also that all modifications and qualities arise from Prakriti.
21,कार्यकारणकर्तृत्वे हेतु: प्रकृतिरुच्यते ।पुरुष: सुखदु:खानां भोक्तृत्वे हेतुरुच्यते ॥ २१ ॥,"Nature is said to be the cause of the agency of action and effect, while the soul is said to be the cause of experiencing pleasure and pain."
22,पुरुष: प्रकृतिस्थो हि भुङ्क्ते प्रकृतिजान्गुणान् ।कारणं गुणसङ्गोऽस्य सदसद्योनिजन्मसु ॥ २२ ॥,The person situated in nature experiences the qualities born of nature. The attachment to the qualities is the cause of his birth in good and evil wombs.
23,उपद्रष्टानुमन्ता च भर्ता भोक्ता महेश्वर: ।परमात्मेति चाप्युक्तो देहेऽस्मिन्पुरुष: पर: ॥ २३ ॥,"The Supreme Soul in this body is also called the overseer, the permitter, the supporter, the enjoyer, the great Lord, and the Supreme Self."
24,य एवं वेत्ति पुरुषं प्रकृतिं च गुणै: सह ।सर्वथा वर्तमानोऽपि न स भूयोऽभिजायते ॥ २४ ॥,"He who knows the Purusha (Self) and Prakriti (Nature) along with the Gunas (qualities), though he may be engaged in any kind of activity, is not born again."
25,ध्यानेनात्मनि पश्यन्ति केचिदात्मानमात्मना ।अन्ये सांख्येन योगेन कर्मयोगेन चापरे ॥ २५ ॥,"Some perceive the self within themselves through meditation, others through the path of knowledge, and others through the path of action."
26,अन्ये त्वेवमजानन्त: श्रुत्वान्येभ्य उपासते ।तेऽपि चातितरन्त्येव मृत्युं श्रुतिपरायणा: ॥ २६ ॥,"Others, however, not knowing this, hear from others and worship. They too, transcend death, being devoted to what they have heard."
27,यावत्सञ्जायते किञ्चित्सत्त्वं स्थावरजङ्गमम् ।क्षेत्रक्षेत्रज्ञसंयोगात्तद्विद्धि भरतर्षभ ॥ २७ ॥,"Whatever being, whether stationary or moving, is born, know it to be from the union of the field and the knower of the field, O best of the Bharatas. (Verse 27)"
28,समं सर्वेषु भूतेषु तिष्ठन्तं परमेश्वरम् ।विनश्यत्स्वविनश्यन्तं य: पश्यति स पश्यति ॥ २८ ॥,"He who sees the Supreme Lord abiding equally in all beings, the imperishable amidst the perishing, truly sees."
29,समं पश्यन्हि सर्वत्र समवस्थितमीश्वरम् ।न हिनस्त्यात्मनात्मानं ततो याति परां गतिम् ॥ २९ ॥,"Seeing the same Lord equally present everywhere, he does not harm himself by himself, and thereby attains the supreme goal."
30,प्रकृत्यैव च कर्माणि क्रियमाणानि सर्वश: ।य: पश्यति तथात्मानमकर्तारं स पश्यति ॥ ३० ॥,"One who sees that all actions are performed by nature alone, and thus sees the self as non-doer, truly sees."
31,यदा भूतपृथग्भावमेकस्थमनुपश्यति ।तत एव च विस्तारं ब्रह्म सम्पद्यते तदा ॥ ३१ ॥,"When one perceives the diverse existence of beings as rooted in the One, and their expansion from that very source, then one attains Brahman."
32,अनादित्वान्निर्गुणत्वात्परमात्मायमव्यय: ।शरीरस्थोऽपि कौन्तेय न करोति न लिप्यते ॥ ३२ ॥,"Due to being without beginning and devoid of qualities, this Supreme Self is imperishable. Though residing in the body, O son of Kunti, it neither acts nor is tainted."
33,यथा सर्वगतं सौक्ष्म्यादाकाशं नोपलिप्यते ।सर्वत्रावस्थितो देहे तथात्मा नोपलिप्यते ॥ ३३ ॥,"Just as the all-pervading space is not tainted because of its subtlety, so too the soul, present everywhere in the body, is not tainted."
34,यथा प्रकाशयत्येक: कृत्स्‍नं लोकमिमं रवि: ।क्षेत्रं क्षेत्री तथा कृत्स्‍नं प्रकाशयति भारत ॥ ३४ ॥,"Just as the one sun illuminates this entire world, O Bharata, so does the knower of the field illuminate the entire field."
35,क्षेत्रक्षेत्रज्ञयोरेवमन्तरं ज्ञानचक्षुषा ।भूतप्रकृतिमोक्षं च ये विदुर्यान्ति ते परम् ॥ ३५ ॥,"Those who understand the distinction between the field and the knower of the field through the eye of knowledge, and who also understand the liberation from the nature of beings, they attain the supreme."
